id,name,price,url,rating,review_count,brand_name,suitable_type,ingredients,sentiment,first_sentence
752,Triple Fix Serum Foundation,$24.00,https://credobeauty.com/products/triple-fix-serum-foundation,No rating,271,LYS Beauty,"['dry skin', 'normal skin', 'combination skin']","['moisture', 'antioxidants']",,
753,Everyday Powder Brush,$15.00,https://credobeauty.com/products/lys-powder-brush,4.9,40,LYS Beauty,"['sensitive skin', 'all skin']",[],80% positive,Great Bronzer Brush Picks up just enough color and evenly distributes at the desired places.
754,Triple Fix Translucent Pressed Setting Powder,$20.00,https://credobeauty.com/products/triple-fix-translucent-pressed-setting-powder,4.7,88,LYS Beauty,['all skin'],"['anti-aging', 'antioxidants', 'exfoliating']",,
755,LYS Beauty Sculpt & Bronzing Brush,$15.00,https://credobeauty.com/products/lys-sculpt-bronzing-brush,No rating,No reviews,LYS Beauty,"['sensitive skin', 'all skin']",[],80% positive,Great brush at a great price.
756,Secure Skin Gripping Serum Primer,$20.00,https://credobeauty.com/products/secure-skin-gripping-serum-primer,No rating,No reviews,LYS Beauty,"['oily skin', 'combination skin', 'aging skin']","['anti-aging', 'antioxidants', 'moisture', 'exfoliating']",,
757,Foundation Buffing Brush,$15.00,https://credobeauty.com/products/lys-beauty-foundation-brush,4.9,64,LYS Beauty,"['sensitive skin', 'all skin']",[],80% positive,Love the dense brush.
758,Speak Love Glossy Lip Treatment Oil,$14.00,https://credobeauty.com/products/speak-love-glossy-lip-treatment-oil,No rating,No reviews,LYS Beauty,"['dry skin', 'all skin']","['antioxidants', 'sun protection']",,
759,No.04 Bois de Balincourt Eau de Parfum Gift Set,$98.00,https://credobeauty.com/products/no-04-bois-de-balincourt-eau-de-parfum-gift-set-1,4.3,3,Maison Louis Marie,['all skin'],"['alcohol', 'fragrance']",,
760,No.04 Bois de Balincourt Hand Cream,$22.00,https://credobeauty.com/products/no-04-bois-de-balincourt-hand-cream,4.9,7,Maison Louis Marie,['all skin'],"['moisture', 'alcohol', 'fragrance']",,
761,Maison Louis Marie Perfume Oil Discovery Set,$54.00,https://credobeauty.com/products/maison-louis-marie-perfume-oil-discovery-set-1,4.8,No reviews,Maison Louis Marie,['all skin'],"['alcohol', 'fragrance', 'sun protection']",,
762,No.14 Icila Perfume Oil,$65.00,https://credobeauty.com/products/no-14-icila-perfume-oil,5,2,Maison Louis Marie,['all skin'],"['alcohol', 'fragrance', 'sun protection']",,
763,No.14 Icila Eau de Parfum,From $32,https://credobeauty.com/products/no-14-icila-eau-de-parfum,No rating,6,Maison Louis Marie,['all skin'],"['alcohol', 'fragrance']",,
764,Antidris Cassis Eau de Parfum,From $32,https://credobeauty.com/products/antidris-cassis-eau-de-parfum,4.4,7,Maison Louis Marie,['all skin'],"['alcohol', 'fragrance']",100% positive,Beautiful aroma 3 is a travel size and I go through it so quickly.
765,No.13 Nouvelle Vague Perfume Oil,$65.00,https://credobeauty.com/products/no-13-nouvelle-vague-perfume-oil,No rating,13,Maison Louis Marie,[],"['fragrance', 'sun protection']",,
766,No.13 Nouvelle Vague Eau de Parfum,From $32,https://credobeauty.com/products/no-13-nouvelle,4.3,9,Maison Louis Marie,[],"['alcohol', 'fragrance']",,
767,No.04 Bois de Balincourt Body Oil,$50.00,https://credobeauty.com/products/no-04-bois-de-balincourt-body-oil,4.5,4,Maison Louis Marie,['all skin'],"['antioxidants', 'sun protection', 'moisture', 'fragrance']",,
768,No.04 Bois de Balincourt Eau de Parfum,From $32,https://credobeauty.com/products/no-04-bois-de-balincourt-eau-de-parfum,4.7,No reviews,Maison Louis Marie,['all skin'],"['alcohol', 'fragrance']",,
769,No.12 Bousval Perfume Oil,$65.00,https://credobeauty.com/products/no-12-bousval-perfume-oil,4.3,6,Maison Louis Marie,['all skin'],"['alcohol', 'fragrance', 'sun protection']",,
770,No.04 Bois de Balincourt Deodorant,$20.00,https://credobeauty.com/products/no-04-bois-de-balincourt-deodorant,4.5,45,Maison Louis Marie,['all skin'],"['moisture', 'alcohol', 'fragrance']",,
771,Antidris Cassis Perfume Oil,$65.00,https://credobeauty.com/products/antidris-cassis-perfume-oil,4.8,12,Maison Louis Marie,['all skin'],"['fragrance', 'sun protection']",100% positive,The best smell I loooove this smell.
772,No.09 Vallee de Farney Perfume Oil,$65.00,https://credobeauty.com/products/no-09-vallee-de-farney-perfume-oil,4.4,8,Maison Louis Marie,['all skin'],"['fragrance', 'sun protection']",,
773,No.05 Kandilli Perfume Oil,$65.00,https://credobeauty.com/products/no-05-kandilli-perfume-oil,4.4,9,Maison Louis Marie,['all skin'],"['alcohol', 'fragrance', 'sun protection']",,
774,No.04 Bois de Balincourt Perfume Oil,$65.00,https://credobeauty.com/products/no-04-bois-de-balincourt-perfume-oil,4.6,69,Maison Louis Marie,['all skin'],"['fragrance', 'sun protection']",,
775,No.03 L'Etang Noir Perfume Oil,$65.00,https://credobeauty.com/products/no-03-letang-noir-perfume-oil,3.8,6,Maison Louis Marie,['all skin'],"['fragrance', 'sun protection']",,
776,No.02 Le Long Fond Perfume Oil,$65.00,https://credobeauty.com/products/no-02-le-long-fond-perfume-oil,4.4,8,Maison Louis Marie,['all skin'],"['fragrance', 'sun protection']",,
777,Niacinamide + Copper Clear Skin Mineral Milk,$64.00,https://credobeauty.com/products/niacinamide-copper-clear-skin-mineral-milk,3,2,Mara,['all skin'],"['anti-aging', 'antioxidants', 'sun protection', 'moisture', 'exfoliating']",,
778,Sea Moss + Stem Cells SeaDream Firming Algae Créme Moisturizer,$64.00,https://credobeauty.com/products/sea-moss-stem-cells-seadream-firming-algae-creme-moisturizer,No rating,57,Mara,"['dry skin', 'sensitive skin', 'aging skin', 'all skin']","['moisture', 'alcohol', 'antioxidants']",,
779,Algae + Moringa® Sea Sculpt Body Oil,$68.00,https://credobeauty.com/products/algae-moringa-sea-sculpt-body-oil,4.7,25,Mara,"['dry skin', 'sensitive skin', 'aging skin', 'all skin']","['antioxidants', 'sun protection', 'moisture', 'fragrance', 'brightening']",100% positive,Katina is THE BEST.
780,Plankton + PHA™ Flower Acid Algae Serum,$74.00,https://credobeauty.com/products/plankton-pha-flower-acid-algae-serum,4.8,33,Mara,"['dry skin', 'all skin']","['moisture', 'antioxidants', 'sun protection', 'exfoliating']",,
781,Algae + Zinc Sea Kale Sunscreen Serum,$52.00,https://credobeauty.com/products/algae-zinc-sea-kale-sunscreen-serum,4.1,62,Mara,"['dry skin', 'sensitive skin', 'aging skin', 'all skin']","['antioxidants', 'sun protection']",80% positive,Great for sensitive skin with rosacea.
782,Volcanic Sea Clay Detox Masque,$54.00,https://credobeauty.com/products/volcanic-sea-clay-detox-masque,No rating,No reviews,Mara,"['dry skin', 'oily skin', 'all skin']","['moisture', 'alcohol']",,
783,Chlorella + Reishi Sea Vitamin C Serum,$96.00,https://credobeauty.com/products/chlorella-reishi-sea-vitamin-c-serum,No rating,118,Mara,"['oily skin', 'sensitive skin', 'all skin']","['antioxidants', 'sun protection', 'moisture', 'fragrance', 'brightening']",80% positive,The best I use this every morning and love it.
784,Chia + Moringa Algae Enzyme Cleansing Oil,From $36,https://credobeauty.com/products/chia-moringa-algae-enzyme-cleansing-oil,No rating,148,Mara,"['dry skin', 'oily skin', 'sensitive skin', 'all skin']","['moisture', 'fragrance', 'sun protection']",100% positive,The best oil cleanser around.
785,Evening Primrose + Green Tea Algae Retinol Oil,From $66,https://credobeauty.com/products/evening-primrose-green-tea-algae-retinol-oil,No rating,271,Mara,"['dry skin', 'normal skin', 'combination skin', 'sensitive skin', 'aging skin', 'all skin']","['anti-aging', 'antioxidants', 'sun protection', 'fragrance', 'exfoliating']",80% positive,Nourishing Nourishes my very dry and aging skin while delivering retinol.
786,Algae + Moringa Universal Face Oil,From $40,https://credobeauty.com/products/algae-moringa-universal-face-oil,4.7,333,Mara,"['dry skin', 'normal skin', 'combination skin', 'sensitive skin', 'aging skin', 'all skin']","['fragrance', 'antioxidants', 'sun protection']",80% positive,I love this face oil.
787,Multi Retinol Night Emulsion,$135.00,https://credobeauty.com/products/multi-retinol-night-emulsion,4.7,83,Marie Veronique,"['dry skin', 'normal skin', 'combination skin', 'sensitive skin', 'aging skin', 'all skin']","['anti-aging', 'antioxidants', 'sun protection', 'moisture', 'alcohol', 'exfoliating']",,
788,Barrier Restore Serum,$115.00,https://credobeauty.com/products/barrier-restore-serum,4.8,102,Marie Veronique,"['dry skin', 'sensitive skin', 'aging skin', 'all skin']","['repair', 'antioxidants', 'sun protection', 'moisture', 'exfoliating']",100% positive,This product really helped my rosacea prone skin.
789,Pure + E.O. Free Oil Cleanser,$65.00,https://credobeauty.com/products/pure-e-o-free-oil-cleanser,No rating,No reviews,Marie Veronique,"['acne-prone skin', 'sensitive skin', 'all skin']","['antioxidants', 'sun protection']",,
790,Balancing HypoTonic,$55.00,https://credobeauty.com/products/balancing-hypo-tonic,4.7,253,Marie Veronique,"['dry skin', 'normal skin', 'combination skin', 'sensitive skin', 'aging skin', 'all skin']",['repair'],100% positive,I use this twice a day and love layering my serums and oils over it.
791,Barrier Lipid Complex,$95.00,https://credobeauty.com/products/barrier-lipid-complex,4.5,169,Marie Veronique,"['dry skin', 'sensitive skin', 'all skin']","['repair', 'antioxidants', 'sun protection', 'moisture', 'alcohol']",80% positive,I love what this has done with my acne and skin so much.
792,Soothing B3 Serum,$115.00,https://credobeauty.com/products/marie-veronique-soothing-b3-serum,4.6,276,Marie Veronique,"['dry skin', 'normal skin', 'combination skin', 'sensitive skin', 'aging skin', 'all skin']","['moisture', 'repair', 'anti-aging', 'exfoliating']",,
793,Vitamins C+E+Ferulic Serum,$115.00,https://credobeauty.com/products/vitamin-c-e-ferulic-acid-serum,No rating,No reviews,Marie Veronique,['all skin'],"['repair', 'antioxidants', 'brightening']",,
794,Gentle Retinol Night Serum,$115.00,https://credobeauty.com/products/gentle-retinol-night-serum,4.7,308,Marie Veronique,"['aging skin', 'all skin']","['repair', 'anti-aging', 'antioxidants', 'moisture', 'exfoliating', 'brightening']",,
795,Protective Day Oil,$95.00,https://credobeauty.com/products/protective-day-oil,4.7,113,Marie Veronique,"['dry skin', 'normal skin', 'combination skin', 'sensitive skin', 'aging skin', 'all skin']","['moisture', 'antioxidants']",,
796,Rejuvenating Night Oil,$95.00,https://credobeauty.com/products/rejuvenating-night-oil,No rating,No reviews,Marie Veronique,"['dry skin', 'aging skin', 'all skin']","['moisture', 'repair', 'antioxidants']",,
797,Face to Chest Hydration Mask,$95.00,https://credobeauty.com/products/face-to-chest-hydration-mask,3.8,4,Marie Veronique,['all skin'],['moisture'],50% positive,This is a really great gel mask that helped me immensely when I got a sunburn.
798,C-Therapy Serum,$115.00,https://credobeauty.com/products/c-therapy-serum,No rating,51,Marie Veronique,"['sensitive skin', 'all skin']","['repair', 'antioxidants', 'moisture', 'alcohol', 'brightening']",80% positive,My favorite vitamin C serum.
799,Shave Prep + Daily Wash,$55.00,https://credobeauty.com/products/shave-prep-daily-wash,No rating,No reviews,Marie Veronique,"['dry skin', 'normal skin', 'combination skin', 'sensitive skin', 'aging skin', 'all skin']","['moisture', 'repair', 'exfoliating']",,
800,Aftershave Tonic,$55.00,https://credobeauty.com/products/aftershave-tonic,4.5,8,Marie Veronique,['all skin'],"['repair', 'exfoliating']",100% positive,Marie Veronique product my husband now cannot live without.
801,Mildly Foaming Shaving Oil,$35.00,https://credobeauty.com/products/mildly-foaming-shaving-oil,4.3,15,Marie Veronique,['all skin'],"['antioxidants', 'sun protection']",,
802,Intensive Repair Serum,$115.00,https://credobeauty.com/products/marie-veronique-kristina-holey-marie-veronique-intensive-repair-serum,4.7,101,Marie Veronique,"['oily skin', 'normal skin']","['moisture', 'repair', 'anti-aging', 'exfoliating']",,
803,"Everyday Coverage Tinted Sunscreen, SPF 30",$60.00,https://credobeauty.com/products/everyday-coverage-tinted-sunscreen-spf-30,4.2,104,Marie Veronique,"['sensitive skin', 'all skin']","['moisture', 'antioxidants']",,
804,Gentle Gel Cleanser,$55.00,https://credobeauty.com/products/gentle-gel-cleanser,4.7,54,Marie Veronique,"['sensitive skin', 'all skin']",['moisture'],100% positive,I prefer this cleanser over the oil cleanser from this line not only because its.
805,Daily Exfoliating Cleanser,$55.00,https://credobeauty.com/products/daily-exfoliating-cleanser,4.4,89,Marie Veronique,"['dry skin', 'normal skin', 'combination skin', 'sensitive skin', 'aging skin', 'all skin']","['moisture', 'exfoliating']",100% positive,This is one of my favorite face cleansers.
806,Replenishing Oil Cleanser,$65.00,https://credobeauty.com/products/replenishing-oil-cleanser,4.7,71,Marie Veronique,"['dry skin', 'normal skin', 'combination skin', 'sensitive skin', 'aging skin', 'all skin']","['antioxidants', 'sun protection']",,
807,Pre + Probiotic Daily Mist,$65.00,https://credobeauty.com/products/pre-probiotic-daily-mist,4.6,93,Marie Veronique,['all skin'],"['anti-aging', 'exfoliating']",,
808,Redness Relief Serum,$115.00,https://credobeauty.com/products/redness-relief-serum,3.6,17,Marie Veronique,['sensitive skin'],"['repair', 'anti-aging', 'antioxidants', 'brightening', 'moisture', 'exfoliating']",,
809,Probiotic + Exfoliation Mask,$85.00,https://credobeauty.com/products/probiotic-exfoliation-mask,4.7,51,Marie Veronique,"['acne-prone skin', 'all skin']","['moisture', 'exfoliating']",,
810,The Mane Agent,$65.00,https://credobeauty.com/products/the-mane-agent,4.7,88,Maya Chia,['all hair'],"['moisture', 'alcohol', 'repair']",,
811,"Super Naked, Plum + Chia Oil",$70.00,https://credobeauty.com/products/super-naked-lightweight-face-oil,No rating,83,Maya Chia,"['sensitive skin', 'all skin']","['moisture', 'sun protection']",,
812,The Advanced Response Complex Face | Neck Cream,From $110,https://credobeauty.com/products/the-advanced-response-complex-face-cream,4.8,196,Maya Chia,"['sensitive skin', 'aging skin', 'all skin']","['repair', 'anti-aging', 'antioxidants', 'sun protection', 'moisture', 'alcohol', 'exfoliating']",,
813,Power Fol Eyelash | Eyebrow Treatment,$110.00,https://credobeauty.com/products/power-fol-eyelash-eyebrow-treatment,4.6,68,Maya Chia,['all skin'],"['moisture', 'repair', 'anti-aging', 'antioxidants']",,
814,Power Fol Multi-Correctional Scalp and Hair Treatment,$72.00,https://credobeauty.com/products/power-fol-multi-correctional-scalp-and-hair-treatment,4.7,162,Maya Chia,"['dry hair', 'fine hair']","['anti-aging', 'antioxidants', 'sun protection', 'moisture', 'alcohol', 'exfoliating']",,
815,The Super Lift Vitamin C-More Treatment,$110.00,https://credobeauty.com/products/the-super-lift-vitamin-c-more-treatment,4.7,145,Maya Chia,"['oily skin', 'normal skin', 'sensitive skin', 'all skin']","['repair', 'anti-aging', 'antioxidants', 'sun protection', 'moisture', 'alcohol', 'exfoliating', 'brightening']",,
816,The Straight A,$125.00,https://credobeauty.com/products/the-straight-a,No rating,No reviews,Maya Chia,"['aging skin', 'all skin']","['repair', 'anti-aging', 'antioxidants', 'brightening', 'sun protection', 'moisture', 'exfoliating']",,
817,The Optimist,$59.00,https://credobeauty.com/products/the-optimist,No rating,116,Maya Chia,"['dry skin', 'normal skin', 'combination skin', 'sensitive skin', 'aging skin', 'all skin']","['moisture', 'repair']",,
818,The Super Blend,$105.00,https://credobeauty.com/products/maya-chia-the-super-blend,4.9,278,Maya Chia,['all skin'],"['antioxidants', 'sun protection', 'moisture', 'brightening']",,
819,The Super Couple Ultra Luxe Face Oil Serum,$86.00,https://credobeauty.com/products/maya-chia-the-super-couple-ultra-luxe-anti-aging-serum,4.8,236,Maya Chia,['all skin'],['sun protection'],,
820,The Advanced Eye Response Complex Eye Cream,$86.00,https://credobeauty.com/products/the-advanced-eye-response-complex-eye-cream,4.4,43,Maya Chia,"['dry skin', 'normal skin', 'combination skin', 'aging skin']","['anti-aging', 'antioxidants', 'brightening', 'sun protection', 'moisture', 'alcohol', 'exfoliating']",,
821,WATER | COLOR™ - Tinted Super Antioxidant Hydration + Gradual Sunless Tanner,$65.00,https://credobeauty.com/products/water-color-tinted-super-antioxidant-hydration-gradual-sunless-tanner,4.7,32,Maya Chia,"['dry skin', 'oily skin', 'sensitive skin', 'all skin']","['moisture', 'repair', 'sun protection']",,
